video_id,timestamp,x1,y1,x2,y2,action_id,action,action_name,person_id
4ZpjKfu6Cl8,933,0.463,0.399,0.696,0.744,57,using_phone,看手机/发短信,10
4ZpjKfu6Cl8,934,0.472,0.398,0.695,0.74,57,using_phone,看手机/发短信,10
4ZpjKfu6Cl8,935,0.466,0.394,0.696,0.737,57,using_phone,看手机/发短信,10
4ZpjKfu6Cl8,936,0.468,0.399,0.691,0.741,57,using_phone,看手机/发短信,10
4ZpjKfu6Cl8,937,0.345,0.1,0.807,0.993,15,talking_on_phone,接电话,13
4ZpjKfu6Cl8,938,0.356,0.098,0.829,0.993,15,talking_on_phone,接电话,13
4ZpjKfu6Cl8,939,0.348,0.102,0.821,0.996,15,talking_on_phone,接电话,13
4ZpjKfu6Cl8,970,0.252,0.0,0.923,1.0,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,971,0.069,0.007,0.93,0.977,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,972,0.069,0.043,0.931,0.962,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,973,0.069,0.017,0.931,0.979,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,974,0.069,0.018,0.931,0.968,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,975,0.309,0.0,0.913,0.978,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,976,0.189,0.0,0.914,1.0,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,977,0.187,0.0,0.931,0.988,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,978,0.26,0.0,0.931,0.993,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,979,0.069,0.003,0.931,0.975,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,980,0.254,0.0,0.93,0.993,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,981,0.069,0.001,0.931,0.96,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,982,0.069,0.0,0.914,0.95,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,983,0.261,0.0,0.923,0.999,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,984,0.125,0.0,0.931,1.0,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,985,0.069,0.0,0.927,0.97,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,986,0.249,0.0,0.913,1.0,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,987,0.268,0.0,0.919,0.998,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,988,0.236,0.0,0.913,0.994,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,989,0.274,0.0,0.922,1.0,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,990,0.146,0.0,0.919,0.97,15,talking_on_phone,接电话,22
4ZpjKfu6Cl8,1083,0.107,0.104,0.439,0.995,27,drinking_water,喝水/饮用,60
4ZpjKfu6Cl8,1087,0.316,0.294,0.556,0.987,57,using_phone,看手机/发短信,63
4ZpjKfu6Cl8,1098,0.281,0.04,0.906,1.0,27,drinking_water,喝水/饮用,75
4ZpjKfu6Cl8,1107,0.171,0.021,0.739,0.989,27,drinking_water,喝水/饮用,83
4ZpjKfu6Cl8,1116,0.1,0.0,0.631,1.0,27,drinking_water,喝水/饮用,86
4ZpjKfu6Cl8,1405,0.233,0.289,0.563,0.999,15,talking_on_phone,接电话,228
4ZpjKfu6Cl8,1406,0.209,0.146,0.618,0.993,15,talking_on_phone,接电话,228
4ZpjKfu6Cl8,1407,0.131,0.192,0.54,0.986,15,talking_on_phone,接电话,228
4ZpjKfu6Cl8,1408,0.227,0.159,0.66,0.974,15,talking_on_phone,接电话,228
4ZpjKfu6Cl8,1409,0.285,0.0,0.634,0.98,15,talking_on_phone,接电话,228
4ZpjKfu6Cl8,1410,0.095,0.03,0.407,0.989,15,talking_on_phone,接电话,229
4ZpjKfu6Cl8,1411,0.088,0.021,0.404,0.992,15,talking_on_phone,接电话,230
4ZpjKfu6Cl8,1412,0.124,0.018,0.692,0.976,15,talking_on_phone,接电话,231
4ZpjKfu6Cl8,1413,0.142,0.008,0.666,0.977,15,talking_on_phone,接电话,231
4ZpjKfu6Cl8,1414,0.072,0.005,0.406,0.998,15,talking_on_phone,接电话,231
4ZpjKfu6Cl8,1415,0.069,0.0,0.435,0.999,15,talking_on_phone,接电话,232
4ZpjKfu6Cl8,1416,0.069,0.005,0.377,1.0,15,talking_on_phone,接电话,232
4ZpjKfu6Cl8,1417,0.079,0.009,0.413,0.989,15,talking_on_phone,接电话,232
4ZpjKfu6Cl8,1420,0.429,0.325,0.498,0.651,15,talking_on_phone,接电话,233
4ZpjKfu6Cl8,1421,0.079,0.0,0.463,0.983,15,talking_on_phone,接电话,233
4ZpjKfu6Cl8,1422,0.085,0.001,0.385,0.989,15,talking_on_phone,接电话,233
4ZpjKfu6Cl8,1423,0.071,0.007,0.46,0.971,15,talking_on_phone,接电话,233
4ZpjKfu6Cl8,1423,0.219,0.009,0.443,0.411,15,talking_on_phone,接电话,234
4ZpjKfu6Cl8,1424,0.085,0.0,0.452,1.0,15,talking_on_phone,接电话,233
4ZpjKfu6Cl8,1425,0.083,0.0,0.457,0.981,15,talking_on_phone,接电话,233
4ZpjKfu6Cl8,1426,0.08,0.015,0.458,1.0,15,talking_on_phone,接电话,233
4ZpjKfu6Cl8,1427,0.084,0.003,0.411,0.992,15,talking_on_phone,接电话,236
4ZpjKfu6Cl8,1428,0.082,0.012,0.4,0.992,15,talking_on_phone,接电话,236
4ZpjKfu6Cl8,1429,0.088,0.014,0.4,0.998,15,talking_on_phone,接电话,236
4ZpjKfu6Cl8,1430,0.082,0.014,0.4,0.998,15,talking_on_phone,接电话,236
4ZpjKfu6Cl8,1431,0.086,0.0,0.378,1.0,15,talking_on_phone,接电话,238
4ZpjKfu6Cl8,1432,0.085,0.003,0.379,1.0,15,talking_on_phone,接电话,238
4ZpjKfu6Cl8,1433,0.084,0.0,0.471,1.0,15,talking_on_phone,接电话,238
4ZpjKfu6Cl8,1433,0.116,0.005,0.324,0.506,15,talking_on_phone,接电话,239
4ZpjKfu6Cl8,1434,0.075,0.0,0.454,0.997,15,talking_on_phone,接电话,238
4ZpjKfu6Cl8,1435,0.078,0.0,0.445,1.0,15,talking_on_phone,接电话,238
4ZpjKfu6Cl8,1435,0.156,0.0,0.33,0.505,15,talking_on_phone,接电话,240
4ZpjKfu6Cl8,1436,0.083,0.0,0.487,0.998,15,talking_on_phone,接电话,238
4ZpjKfu6Cl8,1436,0.121,0.003,0.325,0.5,15,talking_on_phone,接电话,240
4ZpjKfu6Cl8,1437,0.086,0.0,0.467,0.989,15,talking_on_phone,接电话,238
4ZpjKfu6Cl8,1437,0.117,0.003,0.318,0.489,15,talking_on_phone,接电话,240
4ZpjKfu6Cl8,1438,0.073,0.0,0.486,1.0,15,talking_on_phone,接电话,238
4gVsDd8PV9U,1744,0.034,0.04,0.67,0.919,27,drinking_water,喝水/饮用,390
4gVsDd8PV9U,1745,0.062,0.088,0.993,0.918,27,drinking_water,喝水/饮用,390
4k-rTF3oZKw,1127,0.075,0.103,0.932,0.893,27,drinking_water,喝水/饮用,175
4k-rTF3oZKw,1130,0.038,0.057,0.684,0.902,27,drinking_water,喝水/饮用,179
4k-rTF3oZKw,1131,0.06,0.103,0.644,0.899,27,drinking_water,喝水/饮用,179
4k-rTF3oZKw,1132,0.057,0.12,0.723,0.886,27,drinking_water,喝水/饮用,179
4k-rTF3oZKw,1133,0.075,0.031,0.717,0.94,27,drinking_water,喝水/饮用,179
4k-rTF3oZKw,1144,0.025,0.337,0.129,0.558,15,talking_on_phone,接电话,211
4k-rTF3oZKw,1159,0.333,0.454,0.422,0.754,15,talking_on_phone,接电话,246
4k-rTF3oZKw,1160,0.335,0.456,0.426,0.768,15,talking_on_phone,接电话,246
4k-rTF3oZKw,1161,0.336,0.457,0.429,0.748,15,talking_on_phone,接电话,246
4k-rTF3oZKw,1162,0.334,0.456,0.437,0.766,15,talking_on_phone,接电话,246
4k-rTF3oZKw,1163,0.335,0.457,0.433,0.763,15,talking_on_phone,接电话,246
4k-rTF3oZKw,1164,0.336,0.46,0.428,0.765,15,talking_on_phone,接电话,246
4k-rTF3oZKw,1165,0.337,0.459,0.43,0.779,15,talking_on_phone,接电话,246
4k-rTF3oZKw,1166,0.337,0.457,0.432,0.774,15,talking_on_phone,接电话,246
4k-rTF3oZKw,1167,0.333,0.458,0.426,0.75,15,talking_on_phone,接电话,246
4k-rTF3oZKw,1168,0.323,0.459,0.417,0.791,15,talking_on_phone,接电话,246
5MxjqHfkWFI,1280,0.652,0.312,0.887,0.642,27,drinking_water,喝水/饮用,102
5MxjqHfkWFI,1296,0.0,0.191,0.817,0.998,27,drinking_water,喝水/饮用,106
5MxjqHfkWFI,1310,0.0,0.199,0.906,0.963,27,drinking_water,喝水/饮用,108
5MxjqHfkWFI,1452,0.055,0.162,0.997,0.968,27,drinking_water,喝水/饮用,136
5MxjqHfkWFI,1453,0.064,0.151,0.98,0.971,27,drinking_water,喝水/饮用,136
5MxjqHfkWFI,1477,0.453,0.405,0.804,0.681,27,drinking_water,喝水/饮用,142
5MxjqHfkWFI,1481,0.666,0.408,0.814,0.644,27,drinking_water,喝水/饮用,140
5MxjqHfkWFI,1509,0.073,0.134,0.983,0.957,27,drinking_water,喝水/饮用,147
5MxjqHfkWFI,1510,0.082,0.091,0.969,0.972,27,drinking_water,喝水/饮用,147
5MxjqHfkWFI,1511,0.078,0.088,0.972,0.968,27,drinking_water,喝水/饮用,147
5MxjqHfkWFI,1512,0.088,0.135,0.984,0.973,27,drinking_water,喝水/饮用,147
5MxjqHfkWFI,1513,0.112,0.134,1.0,0.965,27,drinking_water,喝水/饮用,147
5YPjcdLbs5g,1250,0.32,0.131,0.996,0.991,27,drinking_water,喝水/饮用,132
5milLu-6bWI,1594,0.076,0.269,0.277,0.792,27,drinking_water,喝水/饮用,214
5milLu-6bWI,1595,0.083,0.309,0.279,0.874,27,drinking_water,喝水/饮用,214
5milLu-6bWI,1596,0.082,0.272,0.276,0.899,27,drinking_water,喝水/饮用,214
5milLu-6bWI,1597,0.094,0.284,0.281,0.878,27,drinking_water,喝水/饮用,214
5milLu-6bWI,1648,0.029,0.312,0.154,0.59,57,using_phone,看手机/发短信,248
5milLu-6bWI,1650,0.195,0.203,0.332,0.636,27,drinking_water,喝水/饮用,244
5milLu-6bWI,1651,0.212,0.21,0.361,0.642,27,drinking_water,喝水/饮用,244
5milLu-6bWI,1659,0.001,0.262,0.156,0.933,57,using_phone,看手机/发短信,256
7YpF6DntOYw,1116,0.069,0.132,0.443,0.802,27,drinking_water,喝水/饮用,177
7YpF6DntOYw,1117,0.036,0.128,0.444,0.85,27,drinking_water,喝水/饮用,177
7YpF6DntOYw,1117,0.502,0.047,0.995,0.929,27,drinking_water,喝水/饮用,176
7YpF6DntOYw,1118,0.029,0.092,0.441,0.85,27,drinking_water,喝水/饮用,177
7YpF6DntOYw,1118,0.528,0.022,0.997,0.924,27,drinking_water,喝水/饮用,176
7YpF6DntOYw,1119,0.025,0.093,0.437,0.845,27,drinking_water,喝水/饮用,177
7YpF6DntOYw,1119,0.51,0.019,1.0,0.944,27,drinking_water,喝水/饮用,176
7YpF6DntOYw,1120,0.01,0.092,0.43,0.84,27,drinking_water,喝水/饮用,177
7YpF6DntOYw,1120,0.457,0.002,0.999,0.955,27,drinking_water,喝水/饮用,176
7YpF6DntOYw,1121,0.03,0.078,0.425,0.837,27,drinking_water,喝水/饮用,177
7YpF6DntOYw,1122,0.012,0.085,0.451,0.833,27,drinking_water,喝水/饮用,177
7YpF6DntOYw,1197,0.257,0.0,0.664,0.975,27,drinking_water,喝水/饮用,189
7YpF6DntOYw,1198,0.253,0.005,0.684,0.964,27,drinking_water,喝水/饮用,189
7YpF6DntOYw,1199,0.249,0.014,0.67,0.977,27,drinking_water,喝水/饮用,189
7YpF6DntOYw,1200,0.252,0.021,0.681,0.984,27,drinking_water,喝水/饮用,189
7YpF6DntOYw,1201,0.229,0.15,0.642,0.953,27,drinking_water,喝水/饮用,190
7YpF6DntOYw,1279,0.182,0.009,0.781,0.998,15,talking_on_phone,接电话,236
7YpF6DntOYw,1280,0.265,0.0,0.82,0.979,15,talking_on_phone,接电话,236
7YpF6DntOYw,1281,0.265,0.0,0.84,0.978,15,talking_on_phone,接电话,236
7YpF6DntOYw,1282,0.304,0.0,0.84,0.968,15,talking_on_phone,接电话,236
7YpF6DntOYw,1283,0.322,0.0,0.847,0.979,15,talking_on_phone,接电话,236
7YpF6DntOYw,1284,0.399,0.0,0.856,0.983,15,talking_on_phone,接电话,236
7YpF6DntOYw,1285,0.371,0.0,0.852,0.998,15,talking_on_phone,接电话,236
7YpF6DntOYw,1286,0.337,0.0,0.844,0.989,15,talking_on_phone,接电话,236
7YpF6DntOYw,1287,0.493,0.0,0.926,1.0,15,talking_on_phone,接电话,236
7YpF6DntOYw,1288,0.295,0.0,0.852,0.992,15,talking_on_phone,接电话,236
7YpF6DntOYw,1289,0.41,0.0,0.882,0.983,15,talking_on_phone,接电话,236
7YpF6DntOYw,1290,0.448,0.0,0.881,0.995,15,talking_on_phone,接电话,236
7YpF6DntOYw,1291,0.496,0.0,0.88,0.999,15,talking_on_phone,接电话,236
7YpF6DntOYw,1292,0.517,0.008,0.923,0.987,15,talking_on_phone,接电话,236
7YpF6DntOYw,1293,0.435,0.0,0.889,0.985,15,talking_on_phone,接电话,236
7YpF6DntOYw,1294,0.46,0.0,0.906,0.994,15,talking_on_phone,接电话,236
7YpF6DntOYw,1295,0.458,0.0,0.9,0.991,15,talking_on_phone,接电话,236
7YpF6DntOYw,1296,0.188,0.0,0.83,0.984,15,talking_on_phone,接电话,236
7YpF6DntOYw,1297,0.161,0.0,0.875,0.976,15,talking_on_phone,接电话,236
7g37N3eoQ9s,1379,0.329,0.178,0.989,0.983,27,drinking_water,喝水/饮用,84
7g37N3eoQ9s,1380,0.354,0.195,0.867,0.991,27,drinking_water,喝水/饮用,84
7g37N3eoQ9s,1381,0.385,0.0,0.881,0.994,27,drinking_water,喝水/饮用,84
7nHkh4sP5Ks,954,0.248,0.382,0.91,0.959,15,talking_on_phone,接电话,4
7nHkh4sP5Ks,954,0.528,0.369,0.813,0.734,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,955,0.559,0.385,0.939,0.86,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,956,0.571,0.38,0.965,0.877,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,957,0.238,0.347,0.898,0.946,15,talking_on_phone,接电话,6
7nHkh4sP5Ks,957,0.538,0.37,0.812,0.705,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,958,0.511,0.351,0.815,0.722,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,959,0.483,0.325,0.812,0.716,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,960,0.5,0.327,0.931,0.861,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,961,0.201,0.29,0.945,0.945,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,962,0.248,0.351,0.906,0.928,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,962,0.461,0.32,0.796,0.683,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,963,0.286,0.344,0.92,0.938,15,talking_on_phone,接电话,5
7nHkh4sP5Ks,963,0.441,0.316,0.679,0.633,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,964,0.438,0.303,0.677,0.644,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,965,0.279,0.312,0.945,0.95,15,talking_on_phone,接电话,8
7nHkh4sP5Ks,965,0.418,0.291,0.666,0.647,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,966,0.27,0.275,0.963,0.935,15,talking_on_phone,接电话,8
7nHkh4sP5Ks,966,0.4,0.267,0.672,0.669,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,967,0.462,0.232,0.926,0.693,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,968,0.381,0.245,0.697,0.76,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,970,0.332,0.298,0.968,0.962,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,971,0.382,0.234,0.724,0.804,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,972,0.378,0.247,0.712,0.781,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,973,0.366,0.231,0.719,0.783,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,974,0.299,0.242,0.704,0.874,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,975,0.297,0.245,0.73,0.912,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,976,0.28,0.253,0.914,0.967,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,977,0.235,0.277,0.823,0.975,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,978,0.257,0.283,0.822,0.983,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,979,0.187,0.255,0.828,0.983,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,980,0.128,0.26,0.938,0.985,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,981,0.154,0.231,0.985,0.978,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,982,0.256,0.231,0.978,0.974,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,983,0.323,0.215,0.96,0.972,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,984,0.332,0.179,0.976,0.968,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,986,0.32,0.176,0.953,0.957,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,987,0.295,0.141,0.934,0.961,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,988,0.315,0.0,0.978,0.984,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,989,0.371,0.106,0.99,0.981,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,990,0.359,0.124,0.989,0.971,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,991,0.339,0.11,0.996,0.971,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,992,0.298,0.128,0.988,0.987,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,993,0.309,0.122,0.994,0.978,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,994,0.307,0.124,0.992,0.987,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,995,0.337,0.109,0.993,0.981,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,996,0.282,0.11,1.0,0.985,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,997,0.271,0.094,0.994,0.986,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,998,0.318,0.08,1.0,0.981,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,999,0.276,0.082,0.999,0.985,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1000,0.282,0.075,0.991,0.986,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1001,0.42,0.0,1.0,0.985,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1002,0.071,0.076,0.935,1.0,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1003,0.185,0.015,0.959,0.996,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1004,0.242,0.0,0.976,0.993,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1005,0.253,0.0,0.993,0.976,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1006,0.265,0.0,1.0,0.987,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1007,0.269,0.0,1.0,0.997,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1008,0.272,0.016,1.0,1.0,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1009,0.284,0.002,1.0,1.0,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1010,0.266,0.001,1.0,0.991,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1011,0.277,0.0,1.0,0.995,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1012,0.265,0.0,1.0,0.998,15,talking_on_phone,接电话,7
7nHkh4sP5Ks,1516,0.354,0.209,0.963,0.987,15,talking_on_phone,接电话,144
7nHkh4sP5Ks,1517,0.422,0.2,0.99,0.988,15,talking_on_phone,接电话,144
7nHkh4sP5Ks,1518,0.413,0.175,0.991,0.993,15,talking_on_phone,接电话,144
7nHkh4sP5Ks,1519,0.417,0.133,0.986,0.974,15,talking_on_phone,接电话,144
7nHkh4sP5Ks,1527,0.222,0.0,0.891,1.0,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1528,0.402,0.089,0.975,0.996,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1529,0.33,0.063,1.0,0.989,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1530,0.306,0.108,1.0,0.981,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1531,0.283,0.118,0.981,0.984,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1532,0.271,0.129,0.995,0.975,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1533,0.293,0.105,0.988,0.98,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1534,0.249,0.112,0.989,0.984,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1535,0.287,0.129,0.962,0.978,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1536,0.258,0.134,1.0,0.976,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1537,0.237,0.117,1.0,0.979,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1538,0.322,0.129,1.0,1.0,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1539,0.255,0.117,1.0,0.972,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1540,0.278,0.106,1.0,0.974,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1541,0.276,0.12,1.0,0.978,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1542,0.213,0.103,1.0,0.978,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1543,0.23,0.116,1.0,0.978,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1544,0.218,0.117,0.989,0.972,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1545,0.235,0.116,0.997,0.965,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1546,0.216,0.122,1.0,0.985,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1547,0.23,0.111,0.998,0.966,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1548,0.252,0.127,0.985,0.979,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1549,0.209,0.119,1.0,0.963,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1550,0.22,0.125,1.0,0.983,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1551,0.207,0.11,1.0,0.975,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1552,0.207,0.136,0.978,0.983,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1553,0.371,0.189,0.998,0.977,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1554,0.313,0.206,0.982,0.98,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1555,0.264,0.151,0.998,0.973,15,talking_on_phone,接电话,145
7nHkh4sP5Ks,1556,0.086,0.184,0.84,0.994,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1558,0.017,0.086,0.753,0.986,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1559,0.0,0.101,0.784,0.984,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1560,0.026,0.114,0.763,0.984,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1561,0.018,0.14,0.717,0.971,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1562,0.022,0.136,0.741,0.975,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1563,0.051,0.136,0.762,0.983,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1564,0.015,0.125,0.794,0.973,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1565,0.02,0.14,0.794,0.98,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1566,0.039,0.147,0.784,0.976,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1567,0.03,0.137,0.8,0.973,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1568,0.041,0.128,0.825,0.974,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1569,0.04,0.134,0.822,0.979,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1570,0.014,0.128,0.853,1.0,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1571,0.046,0.144,0.749,0.986,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1572,0.026,0.141,0.84,0.984,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1573,0.091,0.158,0.765,0.973,15,talking_on_phone,接电话,146
7nHkh4sP5Ks,1579,0.039,0.077,0.948,1.0,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1580,0.044,0.114,0.961,0.993,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1581,0.0,0.082,0.918,0.983,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1582,0.007,0.079,0.905,0.99,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1583,0.024,0.08,0.954,0.987,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1584,0.0,0.0,0.815,0.977,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1585,0.025,0.179,0.788,0.968,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1586,0.077,0.165,0.77,1.0,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1587,0.105,0.091,0.864,0.984,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1588,0.181,0.088,0.939,0.971,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1589,0.184,0.087,0.918,0.986,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1590,0.096,0.104,0.986,0.968,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1591,0.079,0.091,0.907,0.976,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1592,0.184,0.097,0.91,0.963,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1593,0.195,0.114,0.933,0.951,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1594,0.21,0.106,0.985,0.927,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1595,0.292,0.123,0.932,0.931,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1596,0.336,0.102,0.915,0.897,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1597,0.279,0.159,0.853,0.939,15,talking_on_phone,接电话,147
7nHkh4sP5Ks,1598,0.482,0.152,0.91,0.658,15,talking_on_phone,接电话,148
7nHkh4sP5Ks,1601,0.578,0.177,0.857,0.544,15,talking_on_phone,接电话,149
7nHkh4sP5Ks,1602,0.575,0.185,0.844,0.53,15,talking_on_phone,接电话,149
7nHkh4sP5Ks,1603,0.142,0.119,0.87,0.895,15,talking_on_phone,接电话,150
7nHkh4sP5Ks,1603,0.601,0.214,0.827,0.52,15,talking_on_phone,接电话,149
7nHkh4sP5Ks,1604,0.608,0.247,0.833,0.533,15,talking_on_phone,接电话,149
7nHkh4sP5Ks,1605,0.596,0.29,0.979,0.801,15,talking_on_phone,接电话,149
7nHkh4sP5Ks,1606,0.604,0.312,0.975,0.818,15,talking_on_phone,接电话,149
7nHkh4sP5Ks,1607,0.621,0.325,0.968,0.807,15,talking_on_phone,接电话,149
7nHkh4sP5Ks,1608,0.447,0.218,0.88,0.816,15,talking_on_phone,接电话,149
7nHkh4sP5Ks,1609,0.386,0.196,0.85,0.701,15,talking_on_phone,接电话,149
7nHkh4sP5Ks,1610,0.416,0.213,0.857,0.717,15,talking_on_phone,接电话,149
